"","total_claim_amount","pol_bonus","pol_coverage","pol_duration","pol_sit_duration","pol_pay_freq","pol_payd","pol_usage","pol_insee_code","drv_drv2","drv_age1","drv_age2","drv_sex1","drv_sex2","drv_age_lic1","drv_age_lic2","vh_age","vh_cyl","vh_din","vh_fuel","vh_make","vh_model","vh_sale_begin","vh_sale_end","vh_speed","vh_type","vh_value","vh_weight"
"141",2589.37,0.64,"Maxi",1,1,"Yearly","No","WorkPrivate","75117","No",27,0,"M","",9,0,1,1390,161,"Gasoline","VOLKSWAGEN","GOLF",3,1,220,"Tourism",26460,1271
"142",550.12,0.55,"Mini",1,1,"Monthly","Yes","Retired","74267","No",71,0,"M","",51,0,25,3528,164,"Gasoline","LAND ROVER","RANGE ROVER",26,22,168,"Tourism",36649,2510
"143",185.81,0.5,"Median2",21,7,"Monthly","No","WorkPrivate","79195","Yes",39,36,"M","F",21,18,22,1905,66,"Diesel","PEUGEOT","309",24,21,160,"Commercial",10559,890
"144",612.46,0.5,"Maxi",4,4,"Quarterly","No","WorkPrivate","30106","No",51,0,"F","",33,0,7,1998,85,"Diesel","FORD","TRANSIT",7,7,138,"Commercial",18389,0
"145",397.77,0.5,"Maxi",26,1,"Biannual","No","WorkPrivate","77491","Yes",57,28,"M","M",35,10,9,1896,131,"Diesel","VOLKSWAGEN","GOLF",10,7,205,"Tourism",21310,1260
"146",119.55,0.5,"Maxi",26,2,"Biannual","No","Retired","33529","No",66,0,"M","",42,0,2,1398,68,"Diesel","CITROEN","C3",9,9,158,"Tourism",12900,1058
"147",2111.9,0.51,"Maxi",3,2,"Biannual","No","WorkPrivate","59406","Yes",46,51,"M","F",21,32,3,2204,140,"Diesel","HONDA","CRV",4,2,187,"Tourism",33800,1612
"148",2472,0.5,"Maxi",6,2,"Yearly","No","Retired","29191","Yes",68,69,"M","F",50,33,2,1560,90,"Diesel","PEUGEOT","207",4,1,182,"Tourism",19250,1264
"149",-524.97,0.5,"Median2",5,5,"Monthly","No","WorkPrivate","71306","Yes",38,38,"M","F",18,19,12,1870,98,"Diesel","RENAULT","SCENIC",13,11,173,"Tourism",22090,1300
"150",631.02,0.76,"Median2",2,2,"Monthly","No","WorkPrivate","19101","No",26,0,"M","",5,0,15,2835,125,"Diesel","MITSUBISHI","PAJERO",16,13,150,"Tourism",25886,1830
"151",1010.41,0.5,"Maxi",22,1,"Yearly","No","WorkPrivate","51242","Yes",60,28,"M","F",40,9,1,1560,90,"Diesel","PEUGEOT","207",2,1,182,"Tourism",18050,1257
"152",467.76,0.5,"Maxi",20,1,"Yearly","No","WorkPrivate","80160","Yes",59,21,"M","F",40,1,5,1560,109,"Diesel","CITROEN","XSARA",7,6,183,"Tourism",23500,1313
"153",1103.37,0.72,"Maxi",1,1,"Biannual","No","Professional","69244","No",55,0,"M","",35,0,7,2401,164,"Diesel","VOLVO","XC90",9,6,185,"Tourism",53800,2003
"154",4888.4,0.5,"Maxi",30,2,"Biannual","No","Retired","67482","No",74,0,"M","",40,0,7,1599,104,"Gasoline","HYUNDAI","MATRIX",10,9,170,"Tourism",14990,1287
"155",155.55,0.71,"Median2",1,1,"Yearly","No","WorkPrivate","31149","No",35,0,"M","",17,0,21,1108,32,"Gasoline","RENAULT","R4",29,26,115,"Tourism",6449,695
"156",126.97,0.5,"Maxi",15,1,"Yearly","No","WorkPrivate","51312","Yes",38,38,"M","F",20,20,4,1560,90,"Diesel","PEUGEOT","207",5,4,182,"Tourism",15150,1282
"157",1236,0.5,"Maxi",7,2,"Biannual","No","Retired","84135","Yes",63,62,"F","M",41,43,3,1398,68,"Diesel","PEUGEOT","207",5,4,166,"Tourism",16500,1186
"158",1667.52,0.5,"Maxi",4,1,"Quarterly","No","WorkPrivate","59155","No",45,0,"F","",25,0,7,1997,136,"Gasoline","PEUGEOT","307",8,6,207,"Tourism",25350,1460
"159",246.58,0.5,"Median2",15,4,"Yearly","No","WorkPrivate","63113","No",42,0,"F","",22,0,5,1149,75,"Gasoline","RENAULT","TWINGO",11,5,170,"Tourism",11300,845
"160",1854,0.5,"Median1",13,6,"Biannual","No","Retired","44190","No",75,0,"M","",49,0,12,973,55,"Gasoline","OPEL","CORSA",14,11,150,"Tourism",9140,930
"161",1848.39,0.5,"Maxi",25,3,"Yearly","No","Retired","17300","No",75,0,"F","",41,0,3,1149,59,"Gasoline","RENAULT","TWINGO",4,2,150,"Tourism",10100,925
"162",1100.41,0.5,"Maxi",32,1,"Biannual","No","Retired","42189","Yes",65,64,"F","M",45,44,1,1598,120,"Gasoline","CITROEN","DS3",2,1,190,"Tourism",18700,1075
"163",1927.93,0.9,"Maxi",5,2,"Biannual","No","Retired","33009","No",61,0,"M","",42,0,5,1598,112,"Gasoline","RENAULT","MEGANE",6,5,195,"Tourism",23550,1320
"164",327.68,0.5,"Maxi",4,1,"Monthly","No","WorkPrivate","62497","No",33,0,"F","",14,0,10,1997,109,"Diesel","CITROEN","XSARA",10,9,193,"Tourism",20250,1216
"165",1225.75,0.95,"Maxi",7,1,"Monthly","No","WorkPrivate","08400","No",27,0,"M","",7,0,3,1461,106,"Diesel","RENAULT","SCENIC",5,3,178,"Tourism",24850,1365
"166",372.62,0.5,"Median2",16,3,"Yearly","No","WorkPrivate","55556","No",34,0,"F","",16,0,3,1398,68,"Diesel","CITROEN","C3",9,1,158,"Tourism",18150,1058
"167",-905.82,0.67,"Maxi",1,1,"Yearly","No","WorkPrivate","01160","No",41,0,"F","",22,0,1,1390,125,"Gasoline","SEAT","LEON",3,1,197,"Tourism",22010,1249
"168",1405.23,0.72,"Maxi",12,3,"Biannual","No","WorkPrivate","01143","No",36,0,"M","",13,0,7,1587,109,"Gasoline","PEUGEOT","206",11,5,185,"Tourism",17550,1140
"169",404.17,0.5,"Maxi",5,5,"Biannual","No","WorkPrivate","34172","Yes",45,40,"F","M",25,9,11,1998,140,"Gasoline","RENAULT","SCENIC",12,10,196,"Tourism",20581,1260
"170",518.58,0.5,"Maxi",5,1,"Yearly","No","Retired","24002","Yes",80,81,"M","F",57,52,1,1560,109,"Diesel","CITROEN","BERLINGO",3,1,173,"Tourism",22400,1429
"171",2649.04,0.5,"Maxi",9,5,"Biannual","No","WorkPrivate","31555","No",51,0,"F","",31,0,8,1108,55,"Gasoline","FIAT","PANDA",8,8,150,"Tourism",9100,840
"172",297.47,0.5,"Maxi",2,2,"Monthly","No","WorkPrivate","75119","No",36,0,"M","",15,0,6,1997,140,"Gasoline","PEUGEOT","307",6,6,204,"Tourism",25350,1219
"173",340.12,0.76,"Median2",2,1,"Biannual","No","WorkPrivate","93071","No",52,0,"M","",27,0,11,1870,101,"Diesel","RENAULT","SCENIC",12,11,174,"Tourism",19499,1290
"174",3409.33,0.5,"Maxi",29,1,"Biannual","No","WorkPrivate","94068","No",58,0,"M","",40,0,4,2401,185,"Diesel","VOLVO","XC90",6,1,195,"Tourism",52500,2043
"175",224.68,0.5,"Maxi",7,2,"Biannual","No","Professional","2A903","No",52,0,"F","",32,0,2,1461,86,"Diesel","RENAULT","CLIO",6,5,174,"Tourism",15050,1165
"176",60.29,0.5,"Maxi",10,2,"Biannual","No","WorkPrivate","65087","No",46,0,"M","",28,0,7,1997,111,"Diesel","CITROEN","C8",9,5,174,"Tourism",34850,1710
"177",-549.11,0.5,"Maxi",16,2,"Yearly","No","WorkPrivate","22176","No",41,0,"F","",23,0,3,1364,90,"Diesel","TOYOTA","AURIS",4,1,175,"Tourism",19050,1260
"178",618,0.5,"Mini",13,2,"Biannual","No","Retired","77152","No",83,0,"M","",48,0,11,1761,90,"Gasoline","CITROEN","XSARA",13,11,182,"Tourism",14788,1084
"179",405.03,0.5,"Maxi",12,1,"Monthly","No","WorkPrivate","72056","Yes",38,38,"F","M",20,19,2,1560,90,"Diesel","PEUGEOT","207",5,2,182,"Tourism",18750,1205
"180",316.6,0.5,"Maxi",3,3,"Yearly","No","WorkPrivate","08105","No",61,0,"M","",32,0,8,1870,81,"Diesel","RENAULT","MEGANE",10,8,170,"Tourism",16300,1140
"181",310.18,0.5,"Maxi",11,1,"Biannual","No","WorkPrivate","92049","No",48,0,"F","",20,0,6,1398,68,"Diesel","CITROEN","C3",9,9,158,"Commercial",12319,1058
"182",930.97,0.5,"Maxi",2,1,"Yearly","No","WorkPrivate","77294","No",51,0,"M","",32,0,5,1560,109,"Diesel","PEUGEOT","407",7,5,192,"Tourism",23500,1437
"183",85.62,0.54,"Maxi",17,2,"Monthly","No","WorkPrivate","49298","Yes",35,34,"M","F",17,10,12,1598,101,"Gasoline","OPEL","ZAFIRA",12,9,176,"Tourism",19400,1300
"184",249.78,0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","56107","No",63,0,"F","",45,0,12,973,55,"Gasoline","OPEL","CORSA",14,11,150,"Tourism",9140,930
"185",417.37,0.5,"Maxi",8,2,"Biannual","No","Retired","13072","No",67,0,"M","",32,0,2,1560,90,"Diesel","PEUGEOT","207",5,4,182,"Tourism",15150,1282
"186",1236,0.5,"Maxi",3,3,"Yearly","No","WorkPrivate","59153","Yes",55,43,"M","F",12,22,9,2179,136,"Diesel","PEUGEOT","406",10,6,205,"Tourism",33700,1342
"187",599.71,0.5,"Maxi",4,2,"Biannual","No","Retired","56078","Yes",62,64,"F","M",42,43,4,1149,75,"Gasoline","RENAULT","MODUS",5,5,163,"Tourism",15250,1120
"188",60.36,0.5,"Maxi",10,3,"Monthly","No","WorkPrivate","16138","No",34,0,"M","",15,0,5,1560,109,"Diesel","PEUGEOT","307",7,6,192,"Tourism",22900,1512
"189",521.43,0.5,"Mini",2,1,"Biannual","No","WorkPrivate","06155","Yes",53,48,"M","F",33,29,19,1769,60,"Diesel","PEUGEOT","205",28,18,155,"Tourism",11564,850
"190",-902.83,0.56,"Maxi",3,3,"Yearly","No","WorkPrivate","91691","Yes",41,42,"F","M",23,13,4,1149,75,"Gasoline","RENAULT","CLIO",10,8,170,"Tourism",11250,910
"191",1415.4,0.5,"Median2",12,3,"Biannual","No","WorkPrivate","33063","No",67,0,"M","",44,0,6,1248,70,"Diesel","FIAT","DOBLO",7,6,145,"Commercial",13467,1310
"192",1236,0.5,"Median2",27,4,"Biannual","No","WorkPrivate","03185","No",71,0,"F","",46,0,16,1118,49,"Gasoline","FORD","FIESTA",19,15,143,"Tourism",9498,820
"193",2555.45,0.5,"Maxi",28,2,"Biannual","No","WorkPrivate","73281","Yes",54,24,"F","F",35,5,7,1598,113,"Gasoline","RENAULT","SCENIC",8,6,185,"Tourism",20800,1320
"194",1301.91,0.56,"Maxi",17,1,"Yearly","No","Retired","94076","Yes",81,79,"M","F",52,50,1,1686,111,"Diesel","OPEL","ZAFIRA",1,1,180,"Tourism",23850,1525
"195",520.47,0.5,"Maxi",12,1,"Monthly","No","WorkPrivate","79130","No",37,0,"F","",18,0,8,1997,90,"Diesel","PEUGEOT","307",10,7,179,"Tourism",18100,1243
"196",1236,0.5,"Maxi",25,2,"Biannual","No","Retired","22007","Yes",66,61,"M","F",45,38,10,1868,70,"Diesel","CITROEN","BERLINGO",13,9,144,"Commercial",13096,1155
"197",734.24,0.5,"Maxi",8,2,"Biannual","No","Professional","92002","Yes",47,48,"M","F",29,30,2,1686,125,"Diesel","OPEL","ZAFIRA",4,1,189,"Tourism",26350,1525
"198",109.18,0.5,"Maxi",20,2,"Yearly","No","WorkPrivate","91215","No",51,0,"F","",32,0,3,1870,131,"Diesel","RENAULT","SCENIC",5,2,192,"Tourism",26450,1430
"199",245.18,0.5,"Median2",8,1,"Yearly","No","WorkPrivate","82033","No",54,0,"M","",34,0,12,1761,111,"Gasoline","CITROEN","XANTIA",16,10,192,"Tourism",16922,1234
"200",337.82,0.5,"Maxi",12,1,"Monthly","No","WorkPrivate","56177","Yes",32,35,"F","M",14,15,1,1422,81,"Diesel","SKODA","ROOMSTER",2,2,165,"Tourism",14900,1240
"201",784.13,0.62,"Maxi",25,1,"Biannual","No","WorkPrivate","24138","Yes",65,61,"M","F",42,41,12,1242,60,"Gasoline","FIAT","PUNTO",18,16,160,"Tourism",9468,870
"202",1236.66,0.5,"Median2",12,5,"Monthly","No","WorkPrivate","33122","No",35,0,"M","",17,0,12,1598,108,"Gasoline","RENAULT","LAGUNA",13,11,195,"Tourism",18752,1230
"203",2726.67,0.5,"Maxi",12,4,"Yearly","No","WorkPrivate","11356","No",55,0,"M","",37,0,12,1149,59,"Gasoline","RENAULT","CLIO",13,11,160,"Tourism",10962,890
"204",1330.48,0.5,"Maxi",13,9,"Yearly","No","Retired","82037","No",80,0,"F","",45,0,9,1149,75,"Gasoline","RENAULT","CLIO",10,8,170,"Tourism",11250,910
"205",330.31,0.78,"Maxi",21,1,"Biannual","No","WorkPrivate","91115","No",85,0,"M","",46,0,2,1242,60,"Gasoline","FIAT","PANDA",3,1,155,"Tourism",11550,865
"206",178.21,0.54,"Maxi",4,1,"Monthly","No","WorkPrivate","93073","No",36,0,"F","",17,0,8,1461,66,"Diesel","RENAULT","CLIO",10,8,163,"Tourism",13050,960
"207",1010.41,0.5,"Maxi",11,1,"Biannual","No","Retired","34203","No",76,0,"M","",53,0,11,1360,75,"Gasoline","PEUGEOT","206",13,8,170,"Tourism",11950,950
"208",1700.13,1,"Maxi",1,1,"Yearly","No","WorkPrivate","30202","No",20,0,"F","",2,0,5,1108,55,"Gasoline","FIAT","PANDA",8,5,150,"Tourism",9145,840
"209",510.04,0.5,"Maxi",16,5,"Yearly","No","WorkPrivate","10067","No",40,0,"F","",20,0,8,1997,111,"Diesel","FIAT","SCUDO",10,9,178,"Commercial",21157,0
"210",1236,0.5,"Maxi",25,3,"Monthly","No","WorkPrivate","74242","No",51,0,"F","",32,0,3,1461,64,"Diesel","RENAULT","TWINGO",4,4,164,"Tourism",16500,980
"211",356.75,0.5,"Median1",1,1,"Monthly","No","WorkPrivate","10387","No",58,0,"M","",18,0,13,1905,71,"Diesel","PEUGEOT","306",18,15,162,"Tourism",14773,1080
"212",666.79,0.5,"Maxi",14,3,"Yearly","No","Professional","31555","No",39,0,"M","",20,0,4,1560,90,"Diesel","PEUGEOT","307",6,6,179,"Tourism",17500,1193
"213",75.88,0.57,"Maxi",10,1,"Yearly","No","WorkPrivate","95452","No",39,0,"F","",11,0,2,1461,64,"Diesel","RENAULT","TWINGO",4,1,164,"Tourism",12650,980
"214",404,0.64,"Maxi",4,4,"Yearly","No","WorkPrivate","35238","No",28,0,"M","",9,0,6,1299,70,"Gasoline","FORD","FIESTA",9,5,161,"Tourism",11540,1030
"215",1010.41,0.5,"Maxi",13,1,"Biannual","No","WorkPrivate","13208","Yes",58,57,"F","M",39,39,1,1598,128,"Gasoline","RENAULT","CLIO",2,1,190,"Tourism",18300,1150
"216",876.64,0.5,"Maxi",3,1,"Monthly","No","WorkPrivate","69278","Yes",59,59,"F","M",37,41,3,1422,70,"Diesel","VOLKSWAGEN","POLO",3,3,164,"Tourism",12490,1089
"217",6858.68,0.62,"Maxi",4,2,"Yearly","No","WorkPrivate","64445","Yes",45,45,"M","F",27,25,3,1461,86,"Diesel","RENAULT","CLIO",6,4,174,"Tourism",17450,1175
"218",315.36,0.68,"Median2",1,1,"Monthly","No","WorkPrivate","77311","Yes",29,27,"M","F",10,9,8,1870,120,"Diesel","RENAULT","LAGUNA",11,7,197,"Tourism",26000,1385
"219",1196.82,0.5,"Maxi",11,4,"Monthly","No","WorkPrivate","83009","No",40,0,"F","",21,0,4,1998,135,"Gasoline","RENAULT","MEGANE",9,7,200,"Tourism",19200,1250
"220",83.06,0.5,"Median1",4,1,"Yearly","No","Retired","17300","No",68,0,"M","",43,0,7,1461,71,"Diesel","RENAULT","KANGOO",8,6,146,"Commercial",15010,1675
"221",1953.92,0.5,"Maxi",25,3,"Biannual","No","Retired","77479","Yes",65,61,"M","F",44,42,3,1560,109,"Diesel","PEUGEOT","207",5,4,193,"Tourism",19750,1244
"222",-688.63,0.5,"Maxi",25,11,"Monthly","No","Retired","59155","No",75,0,"M","",52,0,16,1580,90,"Gasoline","CITROEN","XANTIA",18,14,175,"Tourism",16450,1170
"223",447.06,0.5,"Maxi",4,1,"Biannual","No","Retired","79061","No",65,0,"M","",47,0,8,1997,90,"Diesel","PEUGEOT","206",12,6,180,"Tourism",16200,1010
"224",943.52,0.5,"Median2",9,3,"Yearly","No","Retired","38185","No",70,0,"F","",31,0,11,1299,60,"Gasoline","FORD","FIESTA",12,9,155,"Tourism",9850,930
"225",1247.9,0.5,"Maxi",12,3,"Biannual","No","Retired","40304","Yes",65,37,"F","M",46,18,4,1422,70,"Diesel","VOLKSWAGEN","POLO",4,2,164,"Tourism",15610,1089
"226",485.66,0.5,"Maxi",10,4,"Monthly","No","WorkPrivate","33262","Yes",44,61,"M","F",22,42,10,1896,111,"Diesel","SEAT","TOLEDO",12,8,193,"Tourism",18500,1271
"227",640.07,0.5,"Maxi",23,1,"Biannual","No","WorkPrivate","62037","No",61,0,"F","",32,0,1,1360,75,"Gasoline","PEUGEOT","207",5,4,170,"Tourism",15100,1138
"228",1459.76,0.5,"Maxi",5,3,"Biannual","No","WorkPrivate","69386","Yes",45,43,"M","F",26,25,5,2967,225,"Diesel","VOLKSWAGEN","TOUAREG",7,5,205,"Tourism",47900,2312
"229",64.4,0.5,"Maxi",4,4,"Biannual","No","Professional","93077","Yes",55,47,"M","F",36,29,5,1997,109,"Diesel","PEUGEOT","EXPERT",9,8,165,"Commercial",21169,0
"230",1568.55,0.5,"Maxi",30,7,"Yearly","No","Retired","85194","No",80,0,"M","",62,0,8,1870,108,"Diesel","RENAULT","LAGUNA",10,6,193,"Tourism",22450,1350
"231",618,0.5,"Maxi",11,1,"Biannual","No","Professional","59239","No",46,0,"M","",28,0,12,1905,93,"Diesel","PEUGEOT","806",17,11,160,"Commercial",26222,1640
"232",130.11,0.5,"Mini",1,1,"Yearly","No","WorkPrivate","63413","No",38,0,"M","",17,0,14,1896,64,"Diesel","VOLKSWAGEN","POLO",14,13,163,"Tourism",12166,960
"233",99.39,0.5,"Maxi",16,2,"Biannual","No","WorkPrivate","07096","Yes",40,34,"M","F",22,14,6,1870,85,"Diesel","RENAULT","KANGOO",8,6,147,"Tourism",18600,1330
"234",106.14,0.5,"Maxi",21,2,"Monthly","No","WorkPrivate","51454","Yes",50,22,"F","F",32,3,11,1298,86,"Gasoline","TOYOTA","YARIS",12,6,175,"Tourism",11950,990
"235",574.98,0.5,"Maxi",5,1,"Monthly","No","WorkPrivate","59027","No",41,0,"M","",21,0,10,2188,130,"Diesel","RENAULT","ESPACE",11,9,183,"Tourism",32800,1690
"236",663.07,0.81,"Maxi",15,1,"Monthly","No","Retired","49278","No",68,0,"M","",46,0,3,1560,90,"Diesel","CITROEN","C4",7,3,180,"Tourism",18800,1257
"237",131.91,0.5,"Maxi",3,3,"Yearly","No","WorkPrivate","49254","Yes",39,35,"M","F",21,16,3,1461,85,"Diesel","DACIA","LOGAN",4,3,161,"Tourism",12840,1245
"238",939.02,0.95,"Maxi",5,2,"Biannual","No","WorkPrivate","31044","Yes",44,49,"F","M",20,31,2,1870,131,"Diesel","RENAULT","SCENIC",2,1,195,"Tourism",28600,1430
"239",471.84,0.5,"Maxi",29,3,"Biannual","No","Retired","47195","Yes",75,66,"M","F",56,37,3,1968,140,"Diesel","VOLKSWAGEN","TIGUAN",4,1,182,"Tourism",37330,1604
"240",366.75,0.5,"Maxi",7,7,"Yearly","No","WorkPrivate","56121","No",57,0,"F","",34,0,8,1461,82,"Diesel","RENAULT","CLIO",10,8,175,"Tourism",14450,980
"241",346.77,0.57,"Maxi",11,2,"Monthly","No","WorkPrivate","59286","Yes",31,30,"M","F",11,12,2,1461,66,"Diesel","RENAULT","MODUS",2,2,156,"Tourism",12999,1180
"242",106.14,0.5,"Maxi",1,1,"Yearly","No","WorkPrivate","26198","Yes",38,40,"F","M",20,22,1,1598,105,"Diesel","SEAT","ALTEA",2,1,183,"Tourism",23540,1405
"243",2443.06,0.62,"Maxi",9,1,"Biannual","No","Retired","74010","No",86,0,"M","",64,0,8,1399,68,"Diesel","FORD","FUSION",9,1,158,"Tourism",14640,1102
"244",1073.24,0.5,"Maxi",12,7,"Biannual","No","WorkPrivate","75101","No",59,0,"M","",32,0,12,1796,115,"Gasoline","FORD","FOCUS",13,9,198,"Tourism",17420,1077
"245",272.1,0.5,"Maxi",15,1,"Yearly","No","Retired","76711","No",77,0,"M","",51,0,7,1398,68,"Diesel","CITROEN","C3",9,1,158,"Tourism",18150,1058
"246",1930.38,0.5,"Maxi",3,1,"Biannual","No","WorkPrivate","92062","Yes",48,39,"M","F",20,12,6,1390,75,"Gasoline","VOLKSWAGEN","POLO",10,7,172,"Tourism",16120,1053
"247",2470.3,0.5,"Maxi",13,1,"Biannual","No","Retired","33213","No",68,0,"M","",43,0,10,2151,123,"Diesel","MERCEDES BENZ","V220",12,8,161,"Tourism",32600,2080
"248",514.92,0.5,"Maxi",12,1,"Monthly","No","Retired","29130","Yes",77,81,"M","F",55,42,8,1364,75,"Diesel","TOYOTA","YARIS",10,6,170,"Tourism",12850,1025
"249",-352.73,0.76,"Median1",2,1,"Monthly","No","WorkPrivate","85043","No",25,0,"F","",6,0,16,1870,66,"Diesel","RENAULT","CLIO",17,15,161,"Tourism",12578,910
"250",134.75,0.5,"Maxi",14,4,"Biannual","No","WorkPrivate","75114","No",57,0,"F","",37,0,4,1360,74,"Gasoline","CITROEN","C3",9,9,162,"Tourism",12950,1095
"251",585.63,0.5,"Maxi",11,5,"Biannual","No","Professional","62724","No",38,0,"M","",16,0,8,1896,131,"Diesel","SEAT","IBIZA",9,7,207,"Tourism",18560,1218
"252",632.56,0.5,"Maxi",4,2,"Biannual","No","WorkPrivate","85109","No",50,0,"F","",31,0,7,1124,60,"Gasoline","CITROEN","C2",8,3,158,"Tourism",11350,932
"253",60.29,0.51,"Maxi",4,1,"Monthly","No","WorkPrivate","57242","No",39,0,"F","",21,0,2,1398,68,"Diesel","CITROEN","C3",2,2,163,"Tourism",15000,1065
"254",618,0.65,"Median1",5,5,"Monthly","No","WorkPrivate","92007","Yes",57,54,"M","F",38,28,10,2496,150,"Diesel","AUDI","A4 AVANT",13,13,218,"Tourism",36466,1520
"255",421.21,0.72,"Maxi",10,1,"Biannual","No","WorkPrivate","67267","No",39,0,"M","",18,0,3,1896,105,"Diesel","SEAT","LEON",6,2,187,"Tourism",21440,1239
"256",-197.22,0.5,"Maxi",7,1,"Quarterly","Yes","WorkPrivate","92004","Yes",37,47,"F","M",16,29,2,1242,70,"Gasoline","FORD","KA",3,1,159,"Tourism",9340,865
"257",145.89,0.5,"Maxi",18,2,"Yearly","No","Retired","87040","No",64,0,"M","",44,0,7,1749,116,"Gasoline","CITROEN","XSARA",10,6,190,"Tourism",21350,1320
"258",2144.69,0.5,"Maxi",1,1,"Yearly","No","Professional","49238","No",42,0,"F","",24,0,4,1968,140,"Diesel","VOLKSWAGEN","TOURAN",5,4,198,"Tourism",29020,1592
"259",21,0.5,"Maxi",15,2,"Monthly","No","WorkPrivate","54483","No",48,0,"M","",27,0,2,1398,55,"Diesel","CITROEN","C1",6,2,154,"Tourism",11450,880
"260",254.89,0.5,"Maxi",9,1,"Monthly","Yes","WorkPrivate","33281","No",35,0,"F","",15,0,4,1360,75,"Gasoline","PEUGEOT","206",5,3,170,"Tourism",12950,950
"261",216.1,0.72,"Median2",6,1,"Monthly","No","WorkPrivate","09235","No",26,0,"F","",6,0,9,1896,101,"Diesel","SEAT","IBIZA",9,7,190,"Tourism",16200,1142
"262",2255.21,0.5,"Maxi",26,3,"Yearly","No","WorkPrivate","85047","No",63,0,"M","",30,0,3,1598,120,"Gasoline","PEUGEOT","308",3,2,182,"Tourism",21900,1466
"263",105.2,0.5,"Maxi",25,3,"Biannual","No","Professional","69389","No",52,0,"F","",32,0,3,1396,83,"Gasoline","HONDA","JAZZ",9,8,160,"Tourism",16000,1015
"264",1207.56,0.5,"Maxi",27,5,"Monthly","No","Retired","77373","No",65,0,"M","",46,0,11,1997,94,"Diesel","CITROEN","JUMPY",11,4,160,"Commercial",22186,0
"265",1236,0.54,"Median2",3,1,"Monthly","No","Professional","59350","Yes",42,35,"F","M",7,15,6,1298,87,"Gasoline","DAIHATSU","SIRION",6,1,170,"Tourism",13990,940
"266",466.99,0.85,"Median2",6,1,"Monthly","No","WorkPrivate","63113","No",35,0,"M","",17,0,5,1896,105,"Diesel","VOLKSWAGEN","TOURAN",8,4,177,"Tourism",27500,1498
"267",395.08,0.5,"Maxi",3,2,"Monthly","No","Retired","32013","Yes",76,68,"M","F",36,48,6,1868,70,"Diesel","CITROEN","BERLINGO",9,4,142,"Commercial",14472,1755
"268",373.39,0.6,"Median2",10,6,"Quarterly","No","WorkPrivate","84007","No",52,0,"F","",33,0,15,1239,55,"Gasoline","RENAULT","TWINGO",16,14,150,"Tourism",9041,790
"269",113.87,0.5,"Maxi",4,4,"Yearly","No","WorkPrivate","92064","No",56,0,"F","",17,0,5,1149,59,"Gasoline","RENAULT","CLIO",10,8,160,"Tourism",11250,890
"270",1236,0.5,"Maxi",6,2,"Biannual","No","WorkPrivate","07224","No",63,0,"M","",44,0,6,1997,90,"Diesel","CITROEN","XSARA",12,6,175,"Tourism",20750,1320
"271",4565.37,0.5,"Maxi",23,7,"Yearly","No","Retired","55543","No",79,0,"M","",57,0,12,1905,63,"Diesel","SANTANA","SAMURAI",13,11,130,"Tourism",12181,1000
"272",3161.13,0.5,"Maxi",15,2,"Biannual","No","WorkPrivate","22206","Yes",59,65,"F","M",40,45,6,1461,106,"Diesel","RENAULT","SCENIC",6,5,178,"Tourism",25600,1365
"273",1403.71,0.85,"Maxi",5,4,"Biannual","No","Professional","31555","No",41,0,"F","",20,0,9,1299,60,"Gasoline","FORD","KA",15,14,155,"Tourism",9041,890
"274",2044.71,0.5,"Maxi",1,1,"Yearly","No","WorkPrivate","33003","Yes",51,55,"F","M",31,34,1,1124,60,"Gasoline","CITROEN","C3",2,1,153,"Tourism",12450,1010
"275",593.98,0.5,"Maxi",15,3,"Monthly","No","WorkPrivate","38382","Yes",54,56,"F","M",34,38,4,1461,106,"Diesel","RENAULT","CLIO",6,5,190,"Tourism",17550,1200
"276",1963.22,0.5,"Maxi",4,4,"Yearly","No","Retired","38388","Yes",64,66,"F","M",43,44,4,2148,150,"Diesel","MERCEDES BENZ","C220",7,2,218,"Tourism",33700,1520
"277",2000,0.5,"Maxi",23,2,"Biannual","No","WorkPrivate","78092","No",42,0,"M","",24,0,7,1149,75,"Gasoline","RENAULT","CLIO",10,8,170,"Tourism",13050,930
"278",118.07,0.6,"Median1",11,2,"Biannual","No","WorkPrivate","94081","Yes",45,48,"F","M",27,28,12,1242,86,"Gasoline","FIAT","PUNTO",14,13,170,"Tourism",15886,1015
"279",1003.35,0.5,"Maxi",7,3,"Biannual","No","Retired","30189","No",72,0,"M","",53,0,9,1870,101,"Diesel","RENAULT","TRAFIC",10,5,155,"Commercial",23980,0
"280",56.19,0.5,"Maxi",1,1,"Monthly","No","WorkPrivate","01024","Yes",44,20,"F","F",26,2,3,1461,86,"Diesel","DACIA","LOGAN",4,3,167,"Tourism",11790,1075
"281",1236,0.5,"Median2",13,1,"Monthly","Yes","Retired","59526","Yes",75,34,"M","M",56,15,19,1896,64,"Diesel","VOLKSWAGEN","GOLF",20,18,156,"Tourism",14361,1020
"282",1857.6,0.54,"Maxi",2,1,"Monthly","No","WorkPrivate","51344","No",27,0,"M","",6,0,4,1896,105,"Diesel","SEAT","LEON",6,2,187,"Tourism",21440,1239
"283",746.69,0.52,"Maxi",2,1,"Biannual","No","WorkPrivate","69028","Yes",54,25,"F","M",35,6,1,1995,204,"Diesel","BMW","X1",2,1,205,"Tourism",41450,1595
